name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Paraclostridium bifermentans	1490	species	7206150	74	18	0.0
Clostridium botulinum	1491	species	213457177	2363	148	0.0
Clostridium butyricum	1492	species	78972791	236	49	0.0
Clostridium cochlearium	1494	species	2435419	28	23	0.0
Clostridioides difficile	1496	species	740625665	382	200	0.0
Clostridium formicaceticum	1497	species	9173483	24	0	0.0
Hathewaya histolytica	1498	species	2740791	22	18	0.0
Clostridium pasteurianum	1501	species	8822184	67	2	0.0
Clostridium perfringens	1502	species	367790984	517	141	0.0
Clostridium septicum	1504	species	13684184	164	2	0.0
Paraclostridium sordellii	1505	species	25213321	199	32	0.0
Clostridium sporogenes	1509	species	33911884	360	31	0.0
Thermoclostridium stercorarium	1510	species	3029933	5	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	18	17	0.0
[Clostridium] symbiosum	1512	species	5299950	10	5	0.0
Clostridium tetani	1513	species	37474917	440	28	0.0
Acetivibrio thermocellus	1515	species	7573753	24	6	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	5657093	21	7	0.0
Clostridium tyrobutyricum	1519	species	12537550	75	6	0.0
Clostridium beijerinckii	1520	species	48976485	220	67	0.0
Clostridium cadaveris	1529	species	3625784	27	21	0.0
Enterocloster clostridioformis	1531	species	5832416	6	2	0.0
Blautia coccoides	1532	species	24836148	38	10	0.0
Clostridium kluyveri	1534	species	9062902	57	23	0.0
Terrisporobacter mayombei	1541	species	4064271	34	15	0.0
Clostridium novyi	1542	species	2499078	16	1	0.0
Thomasclavelia ramosa	1547	species	21972099	78	11	0.0
Clostridium scatologenes	1548	species	5749410	49	20	0.0
Clostridium estertheticum subsp. estertheticum	1552	subspecies	4785613	33	14	0.0
Clostridium baratii	1561	species	22386836	238	29	0.0
Halobacillus halophilus	1570	species	4173525	5	0	0.0
Sporosarcina ureae	1571	species	13511270	24	17	0.0
Lactobacillus	1578	genus	0	1	0	0.0
Lactobacillus acidophilus	1579	species	42216244	29	12	0.0
Levilactobacillus brevis	1580	species	75314276	23	8	0.0
Lentilactobacillus buchneri	1581	species	10310155	5	2	0.0
Lacticaseibacillus casei	1582	species	18400149	4	1	0.0
Weissella confusa	1583	species	21250317	46	36	0.0
Lactobacillus delbrueckii	1584	species	7657908	13	5	0.0
Lactobacillus delbrueckii subsp. bulgaricus	1585	subspecies	29645894	12	2	0.0
Lactobacillus helveticus	1587	species	44296346	36	10	0.0
Lentilactobacillus hilgardii	1588	species	8616265	16	4	0.0
Lactiplantibacillus pentosus	1589	species	48345431	10	3	0.0
Lactiplantibacillus plantarum	1590	species	884691669	90	28	0.0
Lactobacillus gasseri	1596	species	38275704	47	10	0.0
Lacticaseibacillus paracasei	1597	species	207926395	24	14	0.0
Limosilactobacillus reuteri	1598	species	92008934	56	15	0.0
Latilactobacillus sakei	1599	species	66852228	33	12	0.0
Lactobacillus acetotolerans	1600	species	6750229	23	6	0.0
Ligilactobacillus agilis	1601	species	8702750	10	3	0.0
Lactobacillus amylovorus	1604	species	10353810	22	5	0.0
Ligilactobacillus animalis	1605	species	7555157	6	1	0.0
Ligilactobacillus aviarius	1606	species	1612902	1	0	0.0
Loigolactobacillus coryniformis	1610	species	6025159	8	2	0.0
Companilactobacillus farciminis	1612	species	4901160	14	7	0.0
Limosilactobacillus fermentum	1613	species	128793071	10	5	0.0
Fructilactobacillus fructivorans	1614	species	1388767	1	1	0.0
Liquorilactobacillus mali	1618	species	2611959	12	10	0.0
Ligilactobacillus murinus	1622	species	16639537	30	6	0.0
Ligilactobacillus ruminis	1623	species	8662128	14	3	0.0
Ligilactobacillus salivarius	1624	species	61651798	879	42	0.0
Fructilactobacillus sanfranciscensis	1625	species	2671838	7	2	0.0
Weissella viridescens	1629	species	4844530	8	3	0.0
Limosilactobacillus oris	1632	species	5213003	3	2	0.0
Limosilactobacillus vaginalis	1633	species	7395217	14	1	0.0
Listeria ivanovii	1638	species	14602503	43	7	0.0
Listeria monocytogenes	1639	species	1001369022	80	33	0.0
Listeria seeligeri	1640	species	11547362	20	7	0.0
Listeria grayi	1641	species	2751104	5	2	0.0
Listeria innocua	1642	species	52307943	48	8	0.0
Listeria welshimeri	1643	species	5627834	22	1	0.0
Erysipelothrix	1647	genus	0	1	0	0.0
Erysipelothrix rhusiopathiae	1648	species	18257350	28	3	0.0
Kurthia zopfii	1650	species	3061888	8	6	0.0
Actinomyces	1654	genus	0	58	0	0.0
Actinomyces naeslundii	1655	species	3152123	2	1	0.0
Actinomyces viscosus	1656	species	3491241	1	0	0.0
Actinomyces israelii	1659	species	3980311	9	3	0.0
Schaalia odontolytica	1660	species	9638194	2	1	0.0
Trueperella pyogenes	1661	species	60032047	5	0	0.0
Arthrobacter citreus	1670	species	7459007	3	2	0.0
Pseudarthrobacter oxydans	1671	species	4440103	2	1	0.0
Bifidobacterium longum subsp. longum	1679	subspecies	55946176	1	0	0.0
Bifidobacterium adolescentis	1680	species	28937886	9	1	0.0
Bifidobacterium bifidum	1681	species	24487023	4	0	0.0
Bifidobacterium longum subsp. infantis	1682	subspecies	68642388	4	1	0.0
Bifidobacterium asteroides	1684	species	4317653	4	3	0.0
Bifidobacterium breve	1685	species	101506826	3	3	0.0
Bifidobacterium catenulatum	1686	species	4131130	1	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	1	0	0.0
Bifidobacterium dentium	1689	species	7723828	2	0	0.0
Corynebacterium ammoniagenes	1697	species	5598450	6	0	0.0
Corynebacterium stationis	1705	species	11307475	10	1	0.0
Cellulomonas fimi	1708	species	8680352	3	2	0.0
Cellulosimicrobium cellulans	1710	species	22416985	16	8	0.0
Corynebacterium	1716	genus	0	1	0	0.0
Corynebacterium diphtheriae	1717	species	59450666	10	2	0.0
Corynebacterium glutamicum	1718	species	80801776	6	1	0.0
Corynebacterium pseudotuberculosis	1719	species	339169991	5	4	0.0
Corynebacterium xerosis	1725	species	5560360	1	0	0.0
Eubacterium limosum	1736	species	18219341	26	4	0.0
Propionibacterium freudenreichii	1744	species	60544609	3	2	0.0
Cutibacterium acnes	1747	species	60596652	9	1	0.0
Acidipropionibacterium acidipropionici	1748	species	21873858	13	0	0.0
Acidipropionibacterium jensenii	1749	species	12257369	6	1	0.0
Arachnia propionica	1750	species	20405136	3	2	0.0
Thermoanaerobacter	1754	genus	0	3	1	0.0
Actinomycetes	1760	class	0	333	2	0.0
Mycobacteriaceae	1762	family	0	4	0	0.0
Mycobacterium	1763	genus	0	5	0	0.0
Mycobacterium avium	1764	species	9915453	3	1	0.0
Mycolicibacterium fortuitum	1766	species	19004489	4	0	0.0
Mycobacterium intracellulare	1767	species	117833337	8	0	0.0
Mycobacterium kansasii	1768	species	12909066	6	0	0.0
Mycobacterium leprae	1769	species	3187112	2	0	0.0
Mycolicibacterium phlei	1771	species	5349645	4	3	0.0
Mycolicibacterium smegmatis	1772	species	97787512	7	4	0.0
Mycobacterium tuberculosis	1773	species	1561920859	206	160	0.0
Mycobacteroides chelonae	1774	species	25587659	3	0	0.0
Mycobacterium cookii	1775	species	5318517	1	1	0.0
Mycobacterium gordonae	1778	species	7319570	5	0	0.0
Mycobacterium malmoense	1780	species	10639557	6	0	0.0
Mycobacterium marinum	1781	species	32145412	1	0	0.0
Mycobacterium simiae	1784	species	5788994	16	11	0.0
Mycolicibacter terrae	1788	species	9098503	5	1	0.0
Mycobacterium xenopi	1789	species	4917655	2	1	0.0
Mycolicibacterium aurum	1791	species	6035584	2	1	0.0
Mycolicibacterium chitae	1792	species	10943830	8	0	0.0
Mycolicibacterium fallax	1793	species	4156821	2	1	0.0
Mycolicibacterium gadium	1794	species	5964999	15	2	0.0
Mycolicibacterium neoaurum	1795	species	16599520	5	0	0.0
Mycolicibacterium senegalense	1796	species	6086722	1	0	0.0
Mycolicibacterium thermoresistibile	1797	species	4950685	2	1	0.0
Mycolicibacterium aichiense	1799	species	5925482	6	2	0.0
Mycolicibacterium farcinogenes	1802	species	12883863	2	0	0.0
Mycobacterium ulcerans	1809	species	23443964	4	1	0.0
Amycolatopsis	1813	genus	0	2	0	0.0
Nocardia	1817	genus	0	2	0	0.0
Nocardia otitidiscaviarum	1823	species	7687583	4	4	0.0
Nocardia asteroides	1824	species	28122808	10	3	0.0
Rhodococcus	1827	genus	0	50	9	0.0
Rhodococcoides fascians	1828	species	11058548	5	2	0.0
Rhodococcus rhodochrous	1829	species	29353130	5	1	0.0
Rhodococcus ruber	1830	species	52177229	2	1	0.0
Rhodococcus erythropolis	1833	species	54098664	4	1	0.0
Saccharopolyspora	1835	genus	0	1	0	0.0
Saccharopolyspora erythraea	1836	species	16549549	7	2	0.0
Nocardioides	1839	genus	0	1	0	0.0
Pseudonocardia	1847	genus	0	2	0	0.0
Frankia sp. ArI3	1858	species	7541222	3	3	0.0
Dermatophilus congolensis	1863	species	2627820	1	1	0.0
Actinoplanes	1865	genus	0	2	0	0.0
Micromonospora	1873	genus	0	3	1	0.0
Micromonospora chalcea	1874	species	6861996	3	1	0.0
Streptomyces	1883	genus	0	300	59	0.0
Streptomyces actuosus	1885	species	8145579	6	3	0.0
Streptomyces albidoflavus	1886	species	120013043	31	2	0.0
Streptomyces albus	1888	species	16102625	13	8	0.0
Streptomyces ambofaciens	1889	species	8137876	1	0	0.0
Streptomyces antibioticus	1890	species	8473575	2	1	0.0
Streptomyces anulatus	1892	species	97659597	48	10	0.0
Streptomyces atratus	1893	species	18955326	7	0	0.0
Kitasatospora aureofaciens	1894	species	7076402	4	2	0.0
Streptomyces clavuligerus	1901	species	118704734	32	4	0.0
Streptomyces fradiae	1906	species	27324655	46	17	0.0
Streptomyces glaucescens	1907	species	7623774	8	8	0.0
Streptomyces globisporus	1908	species	23618875	4	0	0.0
Streptomyces hygroscopicus	1912	species	8461249	7	1	0.0
Streptomyces lincolnensis	1915	species	29841657	16	2	0.0
Streptomyces microflavus	1919	species	50538724	25	4	0.0
Streptomyces nigrescens	1920	species	18861313	12	4	0.0
Streptomyces phaeochromogenes	1923	species	48688881	13	5	0.0
Streptomyces rimosus	1927	species	37642727	11	0	0.0
Streptomyces rochei	1928	species	25131551	3	2	0.0
Streptomyces tendae	1932	species	7343456	5	4	0.0
Streptomyces violaceoruber	1935	species	16545743	7	0	0.0
Streptomyces violaceus	1936	species	27269322	7	2	0.0
Streptomyces albireticuli	1940	species	8144417	5	3	0.0
Streptomyces goshikiensis	1942	species	33668527	27	3	0.0
Streptomyces peucetius	1950	species	8050611	2	1	0.0
Streptomyces vinaceus	1960	species	7673509	4	3	0.0
Streptomyces virginiae	1961	species	63106639	26	3	0.0
Streptomyces kanamyceticus	1967	species	19091588	9	6	0.0
Streptomyces chartreusis	1969	species	42524069	19	3	0.0
Streptomyces noursei	1971	species	66287331	59	11	0.0
Actinomadura madurae	1993	species	20378386	12	0	0.0
Thermobispora bispora	2006	species	4386836	3	1	0.0
Nocardiopsis dassonvillei	2014	species	19768355	10	1	0.0
Thermobifida fusca	2021	species	3760927	1	0	0.0
Thermoactinomyces vulgaris	2026	species	5233536	8	0	0.0
Curtobacterium	2034	genus	0	2	1	0.0
Curtobacterium flaccumfaciens	2035	species	18717837	5	2	0.0
Curtobacterium citreum	2036	species	3555568	12	3	0.0
Actinomycetales	2037	order	0	89	0	0.0
Aeromicrobium erythreum	2041	species	3629239	3	2	0.0
Pimelobacter simplex	2045	species	23661391	7	1	0.0
Rothia dentocariosa	2047	species	7430569	4	0	0.0
Gordonia bronchialis	2054	species	10606068	3	1	0.0
Gordonia terrae	2055	species	17177984	1	1	0.0
Tsukamurella paurometabola	2061	species	9401755	5	0	0.0
Streptomycetaceae	2062	family	0	206	0	0.0
Kitasatospora	2063	genus	0	13	7	0.0
Pseudonocardiaceae	2070	family	0	1	0	0.0
Pseudonocardia autotrophica	2074	species	7535285	6	1	0.0
Mycoplasmatales	2085	order	0	2	0	0.0
Mycoplasmataceae	2092	family	0	1	0	0.0
Mycoplasma	2093	genus	0	1	0	0.0
Mycoplasmopsis arginini	2094	species	2798323	36	3	0.0
Mycoplasma capricolum	2095	species	0	19	9	0.0
Mycoplasmoides gallisepticum	2096	species	18681287	21	4	0.0
Mycoplasmoides genitalium	2097	species	1159984	6	3	0.0
Metamycoplasma hominis	2098	species	11419379	35	19	0.0
Mesomycoplasma hyopneumoniae	2099	species	7344701	91	24	0.0
Mesomycoplasma hyorhinis	2100	species	7622852	61	12	0.0
Mycoplasma mycoides	2102	species	2346973	55	17	0.0
Mycoplasma mycoides subsp. mycoides	2103	subspecies	5780102	12	0	0.0
Mycoplasmoides pneumoniae	2104	species	57988432	12	5	0.0
Mycoplasmopsis pulmonis	2107	species	962791	22	0	0.0
Mycoplasmopsis synoviae	2109	species	20138986	33	12	0.0
Mycoplasmopsis agalactiae	2110	species	7996022	25	16	0.0
Metamycoplasma arthritidis	2111	species	806209	6	0	0.0
Mycoplasmopsis bovigenitalium	2112	species	1695065	26	13	0.0
Mycoplasmopsis californica	2113	species	4809768	5	3	0.0
Malacoplasma iowae	2116	species	3805304	63	6	0.0
Mesomycoplasma neurolyticum	2120	species	1040908	40	24	0.0
Metamycoplasma orale	2121	species	806218	10	5	0.0
Mycoplasma putrefaciens	2123	species	832598	9	0	0.0
Metamycoplasma salivarium	2124	species	1445143	15	0	0.0
Ureaplasma urealyticum	2130	species	3323677	17	2	0.0
Spiroplasmataceae	2131	family	0	1	0	0.0
Spiroplasma	2132	genus	0	29	18	0.0
Spiroplasma citri	2133	species	17624268	65	12	0.0
Spiroplasma poulsonii	2138	species	1723507	16	7	0.0
Spiroplasma clarkii	2139	species	3118452	36	2	0.0
Spiroplasma ixodetis	2141	species	3698789	48	11	0.0
Spiroplasma gladiatoris	2143	species	1164642	13	9	0.0
Acholeplasmataceae	2146	family	0	1	0	0.0
Acholeplasma laidlawii	2148	species	3108581	13	2	0.0
Mesoplasma entomophilum	2149	species	1695933	16	0	0.0
Mesoplasma florum	2151	species	5527812	42	14	0.0
Phytoplasma sp.	2155	species	559940	27	19	0.0
Archaea	2157	superkingdom	0	1	0	0.0
Methanobacteriales	2158	order	0	4	0	0.0
Methanobacteriaceae	2159	family	0	2	0	0.0
Methanobacterium	2160	genus	0	1	0	0.0
Methanobacterium formicicum	2162	species	4944497	10	3	0.0
Methanobrevibacter	2172	genus	0	1	0	0.0
Methanobrevibacter smithii	2173	species	5387853	54	8	0.0
Methanohalophilus halophilus	2177	species	2022959	3	3	0.0
Methanococcus vannielii	2187	species	0	1	0	0.0
Methanocaldococcus jannaschii	2190	species	0	1	0	0.0
Methanocorpusculum	2192	genus	0	2	0	0.0
Methanogenium organophilum	2199	species	2648164	4	4	0.0
Methanospirillum hungatei	2203	species	3393136	5	0	0.0
Methanosarcinaceae	2206	family	0	2	0	0.0
Methanosarcina barkeri	2208	species	0	3	0	0.0
Methanosarcina mazei	2209	species	12825874	64	13	0.0
Methanosarcina acetivorans	2214	species	0	1	0	0.0
Halobacteriales	2235	order	0	5	0	0.0
Haloarcula	2237	genus	0	1	0	0.0
Halobacterium	2239	genus	0	1	0	0.0
Halobacterium salinarum	2242	species	9468731	1	0	0.0
Haloferax volcanii	2246	species	11412733	6	1	0.0
Thermococcales	2258	order	0	6	0	0.0
Thermococcaceae	2259	family	0	1	0	0.0
Thermococcus	2263	genus	0	1	0	0.0
Sulfolobales	2281	order	0	1	0	0.0
Acidianus ambivalens	2283	species	2252027	13	3	0.0
Sulfolobus	2284	genus	0	2	0	0.0
Sulfolobus acidocaldarius	2285	species	11192685	10	5	0.0
Saccharolobus shibatae	2286	species	5570392	16	2	0.0
Saccharolobus solfataricus	2287	species	29905807	10	6	0.0
Methanosphaera	2316	genus	0	1	0	0.0
Methanosphaera stadtmanae	2317	species	1767403	31	0	0.0
Thermoanaerobacter kivui	2325	species	7278432	20	2	0.0
Thermotoga maritima	2336	species	3729192	1	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	strain	4513140	2	1	0.0
unidentified bacterial endosymbiont	2355	species	6424793	8	5	0.0
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	species	2832685	5	3	0.0
Xylella	2370	genus	0	2	0	0.0
Xylella fastidiosa	2371	species	27035901	18	9	0.0
Sporomusa	2375	genus	0	5	0	0.0
Sporomusa paucivorans	2376	species	4787310	7	2	0.0
Sporomusa termitida	2377	species	5316008	8	7	0.0
Thermotogales	2419	order	0	2	0	0.0
Thermosipho	2420	genus	0	1	0	0.0
Fervidobacterium islandicum	2423	species	2237453	5	1	0.0
Teredinibacter turnerae	2426	species	15741094	8	5	0.0
Gardnerella vaginalis	2702	species	16699500	30	7	0.0
Cardiobacterium	2717	genus	0	1	0	0.0
Cardiobacterium hominis	2718	species	5328670	1	1	0.0
Vagococcus fluvialis	2738	species	14456932	57	10	0.0
Halomonas elongata	2746	species	7792695	1	0	0.0
Carnobacterium divergens	2748	species	2666320	16	11	0.0
Carnobacterium maltaromaticum	2751	species	7198813	32	10	0.0
Brochothrix thermosphacta	2756	species	15596193	32	15	0.0
Chordata	7711	phylum	0	37	0	0.0
Suidae	9821	family	0	54	0	0.0
Sus	9822	genus	0	93	0	0.0
Sus scrofa	9823	species	2501912388	735263	362287	1
Viruses	10239	superkingdom	0	2	0	0.0
Cowpox virus	10243	species	224499	2	1	0.0
Monkeypox virus	10244	species	394067	4	2	0.0
Raccoonpox virus	10256	species	214699	2	1	0.0
Fowlpox virus	10261	species	288539	2	2	0.0
Pigeonpox virus	10264	species	282356	1	1	0.0
Sheeppox virus	10266	species	149955	2	0	0.0
Rabbit fibroma virus	10271	species	159857	1	1	0.0
Swinepox virus	10276	species	146454	1	0	0.0
Molluscum contagiosum virus subtype 1	10280	leaf	190289	6	4	0.0
Betaentomopoxvirus	10286	genus	0	1	0	0.0
Choristoneura biennis entomopoxvirus	10288	species	307691	9	3	0.0
Simplexvirus	10294	genus	0	1	0	0.0
Bovine alphaherpesvirus 2	10295	leaf	131245	1	0	0.0
Cercopithecine alphaherpesvirus 2	10317	leaf	150715	2	2	0.0
Macacine alphaherpesvirus 1	10325	leaf	471557	4	0	0.0
Equid alphaherpesvirus 4	10331	leaf	145597	1	1	0.0
Human alphaherpesvirus 3	10335	leaf	124884	1	1	0.0
Human betaherpesvirus 5	10359	leaf	235646	1	1	0.0
Equid gammaherpesvirus 5	10371	leaf	182380	3	1	0.0
Human betaherpesvirus 7	10372	leaf	153080	1	0	0.0
Saimiriine gammaherpesvirus 2	10381	leaf	112930	1	1	0.0
Gallid alphaherpesvirus 2	10390	leaf	177874	1	0	0.0
Tupaiid betaherpesvirus 1	10397	leaf	195859	1	0	0.0
Ovine gammaherpesvirus 2	10398	leaf	135135	2	2	0.0
Ictalurid herpesvirus 1	10401	leaf	134226	2	0	0.0
Spodoptera frugiperda multiple nucleopolyhedrovirus	10455	leaf	131331	1	0	0.0
Spodoptera littoralis nucleopolyhedrovirus	10456	leaf	137998	4	1	0.0
Ichnoviriform sonorense	10484	species	240596	1	1	0.0
Ranavirus	10492	genus	0	1	0	0.0
Frog virus 3	10493	species	105903	1	0	0.0
African swine fever virus	10497	species	2974927	3	1	0.0
Paramecium bursaria Chlorella virus 1	10506	species	330611	3	2	0.0
Canine adenovirus 2	10514	leaf	31323	1	1	0.0
Human adenovirus 1	10533	leaf	36001	1	0	0.0
Tequatrovirus	10663	genus	0	1	0	0.0
Totiviridae	11006	family	0	1	0	0.0
Ross River virus	11029	species	11948	1	1	0.0
Tick-borne encephalitis virus	11084	leaf	11141	1	0	0.0
Pestivirus	11095	genus	0	1	0	0.0
Bovine viral diarrhea virus 1	11099	leaf	12573	1	1	0.0
Bovine coronavirus	11128	leaf	31028	1	0	0.0
Human coronavirus 229E	11137	species	27317	1	0	0.0
Murine hepatitis virus	11138	leaf	62692	1	0	0.0
human respiratory syncytial virus	11250	leaf	30447	1	0	0.0
murine pneumonia virus	11263	leaf	14886	1	0	0.0
Punta Toro virus	11587	leaf	12618	2	0	0.0
Impatiens necrotic spot virus	11612	leaf	16740	3	2	0.0
Bovine immunodeficiency virus	11657	species	8482	1	1	0.0
Baboon endogenous virus strain M7	11764	leaf	8507	22	22	0.0
RD114 retrovirus	11834	species	8406	1	1	0.0
Mason-Pfizer monkey virus	11855	species	8557	2	2	0.0
Human T-cell leukemia virus type I	11908	leaf	8507	1	1	0.0
Encephalomyocarditis virus	12104	leaf	7835	1	1	0.0
Pea early-browning virus	12294	species	10447	1	0	0.0
Tomato aspermy virus	12315	species	8870	2	0	0.0
Clostridium phage c-st	12336	species	185683	1	0	0.0
Lactobacillus phage phiadh	12417	species	43785	1	0	0.0
Saccharomyces cerevisiae killer virus M1	12450	species	1801	1	0	0.0
Ectromelia virus	12643	species	209771	1	1	0.0
Equid gammaherpesvirus 2	12657	leaf	184439	1	0	0.0
Acidianus	12914	genus	0	3	0	0.0
Acidovorax	12916	genus	0	2	0	0.0
Dactylococcopsis salina PCC 8305	13035	strain	3781008	3	2	0.0
Globicatella sanguinis	13076	species	5244764	5	0	0.0
Burkholderia mallei	13373	species	160328329	6	1	0.0
Sphingomonas	13687	genus	0	1	0	0.0
Novosphingobium capsulatum	13688	species	4961597	1	0	0.0
Sphingomonas paucimobilis	13689	species	20917910	27	0	0.0
Sphingobium yanoikuyae	13690	species	47281990	12	5	0.0
Bifidobacterium pseudocatenulatum	28026	species	25359336	8	2	0.0
Corynebacterium flavescens	28028	species	2758653	1	1	0.0
Lysinibacillus fusiformis	28031	species	39169512	365	64	0.0
Staphylococcus lugdunensis	28035	species	76289910	38	7	0.0
Streptococcus mitis	28037	species	13575381	17	8	0.0
Latilactobacillus curvatus	28038	species	46044867	12	4	0.0
Mycolicibacterium confluentis	28047	species	5876557	2	1	0.0
Acidothermus	28048	genus	0	1	0	0.0
Micromonosporaceae	28056	family	0	1	0	0.0
Nostoc sp. PCC 7524	28072	species	6718869	12	7	0.0
Campylobacter upsaliensis	28080	species	1671550	7	3	0.0
Legionella anisa	28082	species	4448073	7	3	0.0
Legionella cherrii	28084	species	3729541	8	6	0.0
Legionella sainthelensi	28087	species	12868283	44	10	0.0
Acinetobacter lwoffii	28090	species	45286222	51	9	0.0
Neisseria weaveri	28091	species	4426978	3	0	0.0
Robbsia andropogonis	28092	species	6828120	3	1	0.0
